customer_id,intent_score,conversion_probability,churn_risk,fatigue_score,journey_stage,preferred_channel,recommended_action,channel_used,converted
CUST_D826C7E9,30,0.298,52.0,10,Browsing,whatsapp,recommend_products,none,False
CUST_8A9962A4,40,0.358,52.0,10,Anonymous,email,wait,none,False
CUST_0DB8C5EC,20,0.238,52.0,10,Anonymous,push,wait,none,False
CUST_90E53D61,100,0.698,72.0,10,Loyal,email,send_coupon,email,True
CUST_04AB380C,30,0.288,62.0,10,Cart Active,sms,send_whatsapp,whatsapp,False
CUST_D57FE0BC,100,0.723,47.0,10,Loyal,whatsapp,wait,none,True
CUST_C52FAA26,55,0.438,62.0,10,Browsing,whatsapp,wait,none,False
CUST_22023F09,100,0.7,100.0,0,Cart Active,email,send_coupon,email,True
CUST_D3EF9E22,90,0.638,72.0,10,Anonymous,email,send_coupon,email,False
CUST_FE7CF396,60,0.6211,62.0,10,Loyal,email,send_whatsapp,whatsapp,True
CUST_E95ED05E,20,0.238,52.0,10,Anonymous,email,wait,none,False
CUST_79EBAC2B,100,0.71,90.0,0,Cart Active,whatsapp,send_coupon,whatsapp,True
CUST_E10AE950,50,0.418,52.0,10,Browsing,email,recommend_products,none,False
CUST_467A7CB2,100,0.723,47.0,10,Loyal,email,send_coupon,email,True
CUST_055B9C2E,60,0.6697,62.0,10,High Intent,sms,send_whatsapp,whatsapp,True
CUST_D0A5B691,65,0.498,62.0,10,Browsing,whatsapp,send_coupon,whatsapp,False
CUST_FF1FD384,10,0.034,61.0,55,Dormant,push,wait,none,False
CUST_9C7733C9,100,0.7,100.0,0,Cart Active,whatsapp,send_whatsapp,whatsapp,True
CUST_89CE4A1E,60,0.684,62.0,10,Loyal,sms,send_whatsapp,whatsapp,True
CUST_3BBD2672,100,0.698,72.0,10,High Intent,whatsapp,send_coupon,whatsapp,True
CUST_0522E9F6,10,0.0,70.0,100,Dormant,whatsapp,do_nothing,none,False
CUST_AFD558F5,90,0.668,42.0,10,Loyal,sms,loyalty_reward,none,True
CUST_43F3B4AD,50,0.418,52.0,10,Anonymous,whatsapp,send_email,email,False
CUST_F263F203,100,0.7,100.0,0,Interested,email,send_coupon,email,True
CUST_AA650E61,50,0.398,72.0,10,Cart Active,whatsapp,send_whatsapp,whatsapp,False
CUST_37E7FB43,100,0.72,80.0,0,Cart Active,sms,send_coupon,sms,True
CUST_AB0C4AE8,100,0.678,92.0,10,High Intent,sms,send_coupon,sms,True
CUST_70827BC2,50,0.418,52.0,10,Browsing,email,recommend_products,none,False
